id,name,address,date_of_birth
1977,Lori Baldwin,7225 Carrillo Mission-North Steven KY 19587,1988-04-21
1978,Shannon Diaz,0865 Obrien Underpass-North Teresaside ID 25407,1926-03-15
1979,Arthur White,Unit 2194 Box 1315-DPO AP 81104,2012-10-08
1980,Nicholas Simpson,43957 Cummings Ferry-South Lauraland NJ 96272,1980-12-02
1981,Kurt Murray,2243 Woods Overpass Suite 061-Townsendview DE 62485,1974-03-21
1982,Emily Henry,9631 Cervantes Islands Suite 291-West Edwardfort DC 84523,1943-01-22
1983,John Chavez,13855 Sean Villages Apt. 028-Shepherdborough NV 23755,1935-01-14
1984,David Harris,9956 Moore Pike Apt. 296-North Bryan NC 63358,1981-04-25
1985,Lori Fox,8676 Jason Club-Port Shelley NJ 53271,2002-03-10
1986,Glenn Brown,PSC 0214 Box 9260-APO AP 71320,1924-12-04
1987,Ian Chen,084 Young Mountain Suite 176-East Justinborough NY 92253,1962-02-22
1988,Joshua Fleming,1966 Garcia Mission-South Davidside DE 44776,1998-12-12
1989,Michelle Herrera,01164 Wayne Freeway-Lake Elizabethberg LA 71580,1935-01-10
1990,Michael Fields,PSC 3798 Box 7835-APO AA 95064,1991-09-08
1991,Victoria Gonzales,86533 Lopez Crescent-Port Audreyview UT 13407,2002-10-16
1992,Carlos Singh,42202 Lisa Drives Suite 395-New Pamelaport VA 26753,1926-05-02
1993,Patrick Nunez,165 Jeffrey Shoal-Melissahaven MO 96528,1929-06-19
1994,Angelica Johnson,615 James Plains-Johnville DC 80698,1910-01-26
1995,Traci Warner,USS Mcgee-FPO AA 87041,2012-08-02
1996,Tiffany Cobb,32094 Taylor Burg Apt. 414-Frazierhaven NM 08604,1944-08-17
1997,Catherine Elliott,3923 Johnston Extension-East Christianmouth OK 53910,1932-09-05
1998,Emily Hernandez,60431 Natasha Spring Suite 060-West Andrewberg DE 69757,2012-02-09
1999,Robert Payne,5939 Barrett Summit Apt. 588-Greenemouth TN 89104,1938-09-10
2000,Connie Cook,PSC 4275 Box 1188-APO AP 10178,1985-03-19
